Banco;ID;Emp;Tipo;Regra;Descricao;Debito;D-Terc;D-C/C;Credito;C-Terc;C-C/C;Historico;Debito;D-Terc;D-C/C;Credito;C-Terc;C-C/C;Historico;
237;107;9999;D;COM;MORA CONTA GARANTIDA MORA LIMITE/UTILIZ.;5715002;;;#BCO;;;MORA CONTA GARANTIDA MORA LIMITE/UTILIZ.;;;;;;;;
237;3463;9999;D;COM;MORA EXCESSO CTA GARANT;5713003;;;#BCO;;;MORA EXCESSO CTA GARANT;;;;;;;;
237;2047;9999;D;COM;MORA LEASING;1191201;;;#BCO;;;MORA LEASING;21631;;;11529;;;Mora Leasing;
237;996;1169;D;COM;MORA LEASING;1191201;;;#BCO;;;MORA LEASING;21631;;;11529;;;Mora Leasing;
237;24;9999;D;COM;MORA OPERACAO;5715002;;;#BCO;;;MORA OPERACAO;;;;;;;;
237;131;9999;D;COM;MORA-ENC.S/SDO VINC-MES;5713003;;;#BCO;;;MORA-ENC.S/SDO VINC-MES;;;;;;;;
237;6265;1576;C;COM;OCT-ORDEM CRED.-DINHEIRO PST CECHINEL;#BCO;;;1191101;;;OCT-ORDEM CRED.-DINHEIRO PST CECHINEL;;;;;;;;
237;6272;1576;C;COM;OCT-ORDEM CRED.-DINHEIRO PST ROCHIDALLE BINAX;#BCO;;;1191101;;;OCT-ORDEM CRED.-DINHEIRO PST ROCHIDALLE BINAX;;;;;;;;
237;72;9999;D;COM;OPER IRREGULAR AUTOAT;1191201;;;#BCO;;;OPER IRREGULAR AUTOAT;11522;;;11529;;;Pagto. Oper;
237;142;9999;C;COM;OPERACAO CAPITAL GIRO;#BCO;;;21543;;;OPERACAO CAPITAL GIRO;;;;;;;;
237;100;9999;D;COM;OPERACAO CAPITAL GIRO;1191201;;;#BCO;;;OPERACAO CAPITAL GIRO;21543;;;11529;;;Pagto.empr�stimo - Contrato n� &NOME39;
237;93;9999;D;COM;OPERACAO CAPITAL GIRO LIQUID. CONTRATO;1191201;;;#BCO;;;OPERACAO CAPITAL GIRO LIQUID. CONTRATO;21543;;;11529;;;Pagto.empr�stimo - Contrato n� &NOME39;
237;1344;9999;C;COM;OPERACAO DE CAMBIO ADM;#BCO;;;1191101;;;OPERACAO DE CAMBIO ADM;;;;;;;;
237;1569;1169;D;COM;OPERACAO DE CAMBIO DIVERSOS RECEBIMENTOS;1191201;;;#BCO;;;OPERACAO DE CAMBIO DIVERSOS RECEBIMENTOS;;;;;;;;
237;4686;9999;D;COM;OPERACAO IRREGULAR BDN Cheque(s) Irregular(es);1191101;;;#BCO;;;OPERACAO IRREGULAR BDN Cheque(s) Irregular(es);11211;151299;;11531;;;Devolu��o de recebimentos conf. Extrato;
237;11583;9999;D;COM;OPERACAO IRREGULAR BDN Conteudo do Envelope A Maior;1191101;;;#BCO;;;OPERACAO IRREGULAR BDN Conteudo do Envelope A Maior;;;;;;;;
237;4133;9999;D;COM;OPERACAO IRREGULAR BDN Conteudo do Envelope A Menor;1191201;;;#BCO;;;OPERACAO IRREGULAR BDN Conteudo do Envelope A Menor;11522;;;11529;;;Opera��o irregular BDN envelope a menor;
237;141;9999;D;COM;PAG FOR DOC;1191201;;;#BCO;;;PAG FOR DOC;;;;;;;;
237;11584;9999;D;COM;PAGAMENTO  CONSORCIO;1191201;;;#BCO;;;PAGAMENTO  CONSORCIO;21648;;;11529;;;Pagto.Cons�rcio;
237;784;1069;D;COM;PAGAMENTO  CONSORCIO DIVERSOS RECEBIMENTOS;1416721;;;#BCO;;;PAGAMENTO  CONSORCIO DIVERSOS RECEBIMENTOS;;;;;;;;
237;4294;1235;D;COM;PAGAMENTO CONTAS DIVERSOS RECEBIMENTOS;1191201;;;#BCO;;;PAGAMENTO CONTAS DIVERSOS RECEBIMENTOS;;;;;;;;
237;1570;1169;D;COM;PAGAMENTO CONTAS DIVERSOS RECEBIMENTOS;1191201;;;#BCO;;;PAGAMENTO CONTAS DIVERSOS RECEBIMENTOS;;;;;;;;
237;677;9999;D;COM;PAGAMENTO EMPRESTIMOS;1191201;;;#BCO;;;PAGAMENTO EMPRESTIMOS;;;;;;;;
237;163;9999;D;COM;PAGAMENTO FORNECEDOR C/C;1191201;;;#BCO;;;PAGAMENTO FORNECEDOR C/C;;;;;;;;
237;1211;9999;D;COM;PAGAMENTO FUNCIONARIOS;1191201;;;#BCO;;;PAGAMENTO FUNCIONARIOS;;;;;;;;
237;517;9999;C;COM;PAGAMENTO GOVERNO RJ;#BCO;;;1191101;;;PAGAMENTO GOVERNO RJ;;;;;;;;
237;4253;1169;C;COM;PAGAMENTO GOVERNO RJ UG313300/2017OB000194O0000008947;#BCO;;;1191101;;;PAGAMENTO GOVERNO RJ UG313300/2017OB000194O0000008947;;;;;;;;
237;4259;1169;D;COM;PAGAMENTO GOVERNO RJ UG313300/2017OB000194O0000008947;1191201;;;#BCO;;;PAGAMENTO GOVERNO RJ UG313300/2017OB000194O0000008947;;;;;;;;
237;2048;9999;C;COM;PAGAMENTO MEDSERVICE;#BCO;;;1191101;;;PAGAMENTO MEDSERVICE;11531;;;11211;048113;;Recebimento - MEDSERVICE;
237;55;9999;D;COM;PAGFOR;1191201;;;#BCO;;;PAGFOR;;;;;;;;
237;3017;1430;C;COM;PAGFOR REC FORNECEDOR;#BCO;;;1191101;;;PAGFOR REC FORNECEDOR;;;;;;;;
237;6;1028;D;COM;PAGTO;1191201;;;#BCO;;;PAGTO;21111;048111;;11529;;;Pagto.t�tulo;
237;12731;9999;D;COM;PAGTO 13 SALARIO ;1191201;;;#BCO;;;PAGTO 13 SALARIO ;;;;;;;;
237;4765;1512;D;COM;PAGTO 13 SALARIO VIA NET;1191201;;;#BCO;;;PAGTO 13 SALARIO VIA NET;;;;;;;;
237;2383;1386;D;COM;PAGTO 13 SALARIO VIA NET;1191201;;;#BCO;;;PAGTO 13 SALARIO VIA NET;;;;;;;;
237;2263;1378;D;COM;PAGTO 13 SALARIO VIA NET;1191201;;;#BCO;;;PAGTO 13 SALARIO VIA NET;;;;;;;;
237;1084;0994;D;COM;PAGTO 13 SALARIO VIA NET;1191201;;;#BCO;;;PAGTO 13 SALARIO VIA NET;;;;;;;;
237;3534;0851;D;COM;PAGTO 13 SALARIO VIA NET;1191201;;;#BCO;;;PAGTO 13 SALARIO VIA NET;;;;;;;;
237;6269;1576;D;COM;PAGTO 14 SALARIO VIA NET;1191201;;;#BCO;;;PAGTO 14 SALARIO VIA NET;;;;;;;;
237;6271;1576;D;COM;PAGTO COMISSAO DE VENDA;1191201;;;#BCO;;;PAGTO COMISSAO DE VENDA;;;;;;;;
237;45;9999;D;COM;PAGTO ELETRON  COBRANCA;1191201;;;#BCO;;;PAGTO ELETRON  COBRANCA;21642;;;11529;;;Pagto.conta de telefone - &NOME25;
237;12589;9999;D;COM;PAGTO ELETRON  COBRANCA CTES;1191201;;;#BCO;;;PAGTO ELETRON  COBRANCA CTES;;;;;;;;
237;11587;9999;D;COM;PAGTO ELETRON  COBRANCA DUPL;1191201;;;#BCO;;;PAGTO ELETRON  COBRANCA DUPL;21624;;;11529;;;Pagto.T�tulo - #DES[25|30];
237;1282;1029;D;COM;PAGTO ELETRON  COBRANCA PAG COBRANCA NET EMPRESA;1191201;;;#BCO;;;PAGTO ELETRON  COBRANCA PAG COBRANCA NET EMPRESA;52395;;#CCC;11529;;;Pagto.desp.com internet;
237;1243;1022;D;COM;PAGTO ELETRON  COBRANCA PAG COBRANCA NET EMPRESA;1191201;;;#BCO;;;PAGTO ELETRON  COBRANCA PAG COBRANCA NET EMPRESA;11554;;;11529;;;Pagto.Titulo;
237;46;9999;D;COM;PAGTO ELETRON  COBRANCA PORTO SEGURO;1191201;;;#BCO;;;PAGTO ELETRON  COBRANCA PORTO SEGURO;21638;;;11529;;;Pagto.seguro - &NOME25;
237;637;9999;D;COM;PAGTO ELETRON COBRANCA;1191201;;;#BCO;;;PAGTO ELETRON COBRANCA;11554;;;11529;;;Pagto. Titulo;
237;3819;9999;D;COM;PAGTO ELETRON COBRANCA 8168417101054 BRADESCO CONSO;13415;;;#BCO;;;PAGTO ELETRON COBRANCA 8168417101054 BRADESCO CONSO;;;;;;;;
237;3820;9999;D;COM;PAGTO ELETRON COBRANCA BRADESCO PREVIDENCIA E SEGUROS;52387;;;#BCO;;;PAGTO ELETRON COBRANCA BRADESCO PREVIDENCIA E SEGUROS;;;;;;;;
237;10774;9999;D;COM;PAGTO ELETRON COBRANCA BRADESCO VIDA E PREVIDENCIA;;;;;;;PAGTO ELETRON COBRANCA BRADESCO VIDA E PREVIDENCIA;;;;;;;;
237;3822;9999;D;COM;PAGTO ELETRON COBRANCA BRADESCO VIDA PREV-SEG.VIDA;52387;;;#BCO;;;PAGTO ELETRON COBRANCA BRADESCO VIDA PREV-SEG.VIDA;;;;;;;;
237;12564;9999;D;COM;PAGTO ELETRON COBRANCA DUPL;1191201;;;#BCO;;;PAGTO ELETRON COBRANCA DUPL;;;;;;;;
237;9897;9999;D;COM;PAGTO ELETRON COBRANCA REDECARD S/A;;;;;;;PAGTO ELETRON COBRANCA REDECARD S/A;;;;;;;;
237;4272;9999;D;COM;PAGTO ELETRONICO TRIBUTO GRERJ;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO GRERJ;;;;;;;;
237;1080;9999;D;COM;PAGTO ELETRONICO TRIBUTO INTERNET;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO INTERNET;11527;;;11529;;;Pagto.Impostos ;
237;7281;9999;D;COM;PAGTO ELETRONICO TRIBUTO INTERNET --DARF;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO INTERNET --DARF;11527;;;11529;;;Pagto.DARF;
237;11585;9999;D;COM;PAGTO ELETRONICO TRIBUTO INTERNET --DOC.ARREC.DO ESOCIAL;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO INTERNET --DOC.ARREC.DO ESOCIAL;21336;;;11529;;;Pagto.DAE - eSocial;
237;49;9999;D;COM;PAGTO ELETRONICO TRIBUTO INTERNET --FGTS/GRF S/TOMADOR;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO INTERNET --FGTS/GRF S/TOMADOR;21221;;;11529;;;Pagto.FGTS;
237;4187;9999;D;COM;PAGTO ELETRONICO TRIBUTO INTERNET --FGTS/GRRF-0239;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO INTERNET --FGTS/GRRF-0239;21220;;;11529;;;Pagto.FGTS;
237;1281;9999;D;COM;PAGTO ELETRONICO TRIBUTO INTERNET --INSS/GPS;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO INTERNET --INSS/GPS;21236;;;11529;;;Pagto.INSS ref.;
237;50;9999;D;COM;PAGTO ELETRONICO TRIBUTO INTERNET --P.M SAO PAULO/SP;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO INTERNET --P.M SAO PAULO/SP;21270;;;11529;;;Pagto.Tributo - P.M SAO PAULO/SP;
237;6159;9999;D;COM;PAGTO ELETRONICO TRIBUTO INTERNET --PMSP SP;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO INTERNET --PMSP SP;11527;;;11529;;;Pagto.Impostos - PMSP SP;
237;4052;9999;D;COM;PAGTO ELETRONICO TRIBUTO INTERNET --SIMPLES NACIONAL;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO INTERNET --SIMPLES NACIONAL;21275;;;11529;;;Pagto.SIMPLES ref.;
237;786;9999;D;COM;PAGTO ELETRONICO TRIBUTO INTERNET*;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO INTERNET*;11527;;;11529;;;Pagto.Impostos ;
237;11590;9999;D;COM;PAGTO ELETRONICO TRIBUTO NET EMPR LIC ELET;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO NET EMPR LIC ELET;52400;;;11529;;;Pagto.Licenciamento - #DES[44|8];
237;11082;9999;D;COM;PAGTO ELETRONICO TRIBUTO PGIT - COD.BARRAS-DARF;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO PGIT - COD.BARRAS-DARF;;;;;;;;
237;11081;9999;D;COM;PAGTO ELETRONICO TRIBUTO PGIT - COD.BARRAS-ELETROPAULO;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO PGIT - COD.BARRAS-ELETROPAULO;21625;;;11529;;;Pagto.energia el�trica - ELETROPAULO;
237;11084;9999;D;COM;PAGTO ELETRONICO TRIBUTO PGIT - COD.BARRAS-EMBRATEL;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO PGIT - COD.BARRAS-EMBRATEL;21642;;;11529;;;Pagto.telefone - EMBRATEL;
237;11080;9999;D;COM;PAGTO ELETRONICO TRIBUTO PGIT - COD.BARRAS-FGTS/GRF;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO PGIT - COD.BARRAS-FGTS/GRF;21221;;;11529;;;Pagto.FGTS;
237;11085;9999;D;COM;PAGTO ELETRONICO TRIBUTO PGIT - COD.BARRAS-FGTS/GRRF;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO PGIT - COD.BARRAS-FGTS/GRRF;21220;;;11529;;;Pagto.GRRF;
237;11086;9999;D;COM;PAGTO ELETRONICO TRIBUTO PGIT - COD.BARRAS-PMSP;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO PGIT - COD.BARRAS-PMSP;;;;;;;;
237;11083;9999;D;COM;PAGTO ELETRONICO TRIBUTO PGIT - COD.BARRAS-SIMPLES;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO PGIT - COD.BARRAS-SIMPLES;21275;;;11529;;;Pagto.SIMPLES ref.;
237;11079;9999;D;COM;PAGTO ELETRONICO TRIBUTO PGIT - COD.BARRAS-TELEFONICA;1191201;;;#BCO;;;PAGTO ELETRONICO TRIBUTO PGIT - COD.BARRAS-TELEFONICA;21642;;;11529;;;Pagto.telefone - TELEFONICA;
237;4606;9999;D;COM;PAGTO PART LUCROS RESULT;1191201;;;#BCO;;;PAGTO PART LUCROS RESULT;21633;;;11529;;;Pagto. Participa��o nos resultados;
237;1085;0994;D;COM;PAGTO PART LUCROS RESULT;1191201;;;#BCO;;;PAGTO PART LUCROS RESULT;11527;;;11529;;;Pagto. Impostos;
237;6154;9999;D;COM;PAGUE FACIL BRADESCO RECARGA PRE PAGO;1191201;;;#BCO;;;PAGUE FACIL BRADESCO RECARGA PRE PAGO;52396;;;11529;;;Pagto.desp.com telefone;
237;7258;9999;D;COM;PAGUE FACIL BRADESCO RECARGA PRE PAGO;1191201;;;#BCO;;;PAGUE FACIL BRADESCO RECARGA PRE PAGO;52396;;;11529;;;Pagto.desp.com telefone;
237;4998;1572;D;COM;PARC CREDITO IMOBILIARIO;1191201;;;#BCO;;;PARC CREDITO IMOBILIARIO;;;;;;;;
237;61;9999;D;COM;PARCELA LEASING;1191201;;;#BCO;;;PARCELA LEASING;21631;;;11529;;;Pagto.Lesing;
237;617;1069;D;COM;PARCELA LEASING;1191201;;;#BCO;;;PARCELA LEASING;21441;;;11529;;;Pagto.Lesing;
237;742;1026;D;COM;PARCELA LEASING;1191201;;;#BCO;;;PARCELA LEASING;21631;;;11529;;;Pagto.Lesing;
237;8;9999;D;COM;PARCELA OPER CREDITO CONTR;1191201;;;#BCO;;;PARCELA OPER CREDITO CONTR;21111;048111;;11529;;;Pagto.empr�stimo - &NOME22;
237;12616;9999;D;COM;PARCELA OPER CREDITO LIQUID. CONTRATO;1191201;;;#BCO;;;PARCELA OPER CREDITO LIQUID. CONTRATO;;;;;;;;
237;62;9999;D;COM;PARCELA RESIDUAL LEASING;1191201;;;#BCO;;;PARCELA RESIDUAL LEASING;21631;;;11529;;;Pagto.Lesing;
237;785;1069;D;COM;PARCELA RESIDUAL LEASING CONTR;1191201;;;#BCO;;;PARCELA RESIDUAL LEASING CONTR;21441;;;11529;;;Pagto.Lesing;
237;741;1026;D;COM;PARCELA RESIDUAL LEASING CONTR;1191201;;;#BCO;;;PARCELA RESIDUAL LEASING CONTR;21631;;;11529;;;Pagto.Lesing;
237;3808;9999;D;COM;PARCELA RESIDUAL LEASING CONTR 01337106 PARC VRG 055;1191201;;;#BCO;;;PARCELA RESIDUAL LEASING CONTR 01337106 PARC VRG 055;21441;;;11529;;;Pagto.Leasing;
237;618;1069;D;COM;PARCELA RESIDUAL LEASING CONTR 01340409 PARC VRG  013;1191201;;;#BCO;;;PARCELA RESIDUAL LEASING CONTR 01340409 PARC VRG  013;21441;;;11529;;;Pagto.Lesing;
237;3936;9999;D;COM;PARCELA RESIDUAL LEASING CONTR 01340409 PARC VRG 053;;;;;;;PARCELA RESIDUAL LEASING CONTR 01340409 PARC VRG 053;;;;;;;;
237;4596;9999;D;COM;PARCELA RESIDUAL LEASING CONTR 01340409 PARC VRG 057;;;;;;;PARCELA RESIDUAL LEASING CONTR 01340409 PARC VRG 057;;;;;;;;
237;3809;9999;D;COM;PARCELA RESIDUAL LEASING CONTR 01341246 PARC VRG 053;1191201;;;#BCO;;;PARCELA RESIDUAL LEASING CONTR 01341246 PARC VRG 053;21441;;;11529;;;Pagto.Leasing;
237;12617;9999;D;COM ;PARCELAMENTO DE DARF;1191201;;;#BCO;;;PARCELAMENTO DE DARF;;;;;;;;
237;12545;1486;D;COM;PARCELAMENTO DE DARF DEBITO ;1191201;;;#BCO;;;PARCELAMENTO DE DARF DEBITO ;;;;;;;;
237;12725;9999;D;COM;PARCELAMENTO DE DARF PARCELAMENTO DE DARF-218023;1191201;;;#BCO;;;PARCELAMENTO DE DARF PARCELAMENTO DE DARF-218023;;;;;;;;
237;12573;9999;D;COM;PARCELAMENTO DE DARF PARCELAMENTO DE DARF-60218;1191201;;;#BCO;;;PARCELAMENTO DE DARF PARCELAMENTO DE DARF-60218;;;;;;;;
237;12326;1581;D;COM;PARCELAMENTO DE DARF*;1191201;;;#BCO;;;PARCELAMENTO DE DARF*;;;;;;;;
237;18;9999;D;COM;PEND.TARIFAS;5713003;;;#BCO;;;PEND.TARIFAS;;;;;;;;
237;114;9999;D;COM;PENDENCIA EM MORA ENCARGO CONTR 3255560;5713003;;;#BCO;;;PENDENCIA EM MORA ENCARGO CONTR 3255560;;;;;;;;
237;113;9999;D;COM;PENDENCIA EM MORA IOF     CONTR 3255560;5713002;;;#BCO;;;PENDENCIA EM MORA IOF     CONTR 3255560;;;;;;;;
237;115;9999;D;COM;PENDENCIA EM MORA LIMITE/UTILIZ.;5715002;;;#BCO;;;PENDENCIA EM MORA LIMITE/UTILIZ.;;;;;;;;
237;57;9999;D;COM;PFOR;1191201;;;#BCO;;;PFOR;;;;;;;;
237;9;9999;D;COM;PGTO;1191201;;;#BCO;;;PGTO;;;;11529;;;Pagto.t�tulo - Diversos;
237;12656;9999;D;COM;PGTO DESPESA CARTORARIA;5311155;;;#BCO;;;PGTO DESPESA CARTORARIA;;;;;;;;
237;74;9999;C;COM;PGTO DEVOLV BCO CEDENTE;#BCO;;;1191101;;;PGTO DEVOLV BCO CEDENTE;11531;;;11211;048113;;Recebimento;
237;10770;9999;C;COM;PGTO.MEDIANTE AUT.DBTP;#BCO;;;1191101;;;PGTO.MEDIANTE AUT.DBTP;;;;;;;;
237;12557;9999;C;COM;PGTO.SINISTRO AP/CERTIF.;#BCO;;;1191101;;;PGTO.SINISTRO AP/CERTIF.;;;;;;;;
237;4028;9999;D;COM;PGTO.SINISTRO AP/CERTIF.;#BCO;;;1199999;;;PGTO.SINISTRO AP/CERTIF.;;;;;;;;
237;4061;9999;D;COM;PGTO.SINISTRO AP/CERTIF.;#BCO;;;1199999;;;PGTO.SINISTRO AP/CERTIF.;;;;;;;;
237;11780;9999;D;COM;PIX QR CODE DINAMICO;1191201;;;#BCO;;;PIX QR CODE DINAMICO;;;;;;;;
237;12728;1363;D;COM;PIX QR CODE ESTATICO DES: PIX Marketplace  ;1191201;;;#BCO;;;D�bito em c/c;;;;;;;;
237;12556;9999;D;COM;PIX QR CODE ESTATICO DES: RENATO J DE OLIVEIRA  12/06;1191201;;;#BCO;;;PIX QR CODE ESTATICO DES: RENATO J DE OLIVEIRA  12/06;;;;;;;;
237;4261;1169;D;COM;QUANDO DO REGISTRO 00000042;1191201;;;#BCO;;;QUANDO DO REGISTRO 00000042;;;;;;;;
237;95;9999;C;COM;RECEB POR FORNECIMENTO;#BCO;;;1191101;;;RECEB POR FORNECIMENTO;11531;;;11211;151299;;Recebimento;
237;35;9999;C;COM;RECEBIMENTO FORNECEDOR;#BCO;;;1191101;;;RECEBIMENTO FORNECEDOR;11531;;;11211;151299;;Recebimento NF N� 000000 &NOME24;
237;633;9999;C;COM;RECEBIMENTO FORNECEDOR BANCO BANKPAR S/A;#BCO;;;1191101;;;RECEBIMENTO FORNECEDOR BANCO BANKPAR S/A;11531;;;11213;072501;;Recebimento Fornecedor;
237;3805;9999;C;COM;RECEBIMENTO FORNECEDOR BCO BRADESCO CARTOES S/A PAGFO;#BCO;;;1191101;;;RECEBIMENTO FORNECEDOR BCO BRADESCO CARTOES S/A PAGFO;11531;;;11213;236237;;Recebimento de cartao;
237;645;9999;C;COM;RECEBIMENTO FORNECEDOR CIA BRAS DE MEIOS DE PAGAMENTO;#BCO;;;1191101;;;RECEBIMENTO FORNECEDOR CIA BRAS DE MEIOS DE PAGAMENTO;11531;;;11213;151299;;Recebimento Fornecedor;
237;5828;9999;C;COM;RECEBIMENTO FORNECEDOR CIELO SA;#BCO;;;1191101;;;RECEBIMENTO FORNECEDOR CIELO SA;;;;;;;;
237;10226;9999;C;COM;RECEBIMENTO FORNECEDOR CRED SYSTEM ADMINISTRADORA DE;#BCO;;;1191101;;;RECEBIMENTO FORNECEDOR CRED SYSTEM ADMINISTRADORA DE;;;;;;;;
237;634;9999;C;COM;RECEBIMENTO FORNECEDOR HIPERCARD BANCO MULTIPLO SA;#BCO;;;1191101;;;RECEBIMENTO FORNECEDOR HIPERCARD BANCO MULTIPLO SA;11531;;;11213;142348;;Recebimento Fornecedor;
237;644;9999;C;COM;RECEBIMENTO FORNECEDOR REDECARD S A;#BCO;;;1191101;;;RECEBIMENTO FORNECEDOR REDECARD S A;11531;;;11213;072501;;Recebimento Fornecedor;
237;3797;9999;C;COM;RECEBIMENTO FORNECEDOR REDECARD S/A;#BCO;;;1191101;;;RECEBIMENTO FORNECEDOR REDECARD S/A;11531;;;11213;257549;;Recebimento de cartoes;
237;639;9999;C;COM;RECEBIMENTO FORNECEDOR SOROCRED MEIOS DE PAGAMENTOS LTD;#BCO;;;1191101;;;RECEBIMENTO FORNECEDOR SOROCRED MEIOS DE PAGAMENTOS LTD;11531;;;11213;161782;;Recebimento Fornecedor;
237;10778;9999;C;COM;RECEBIMENTO TED D REMET;#BCO;;;1191101;;;RECEBIMENTO TED D REMET;;;;;;;;
237;4582;9999;C;COM;RECEBIMENTO TED D REMET.A SHOES CALC CONF LT;#BCO;;;1191301;;;RECEBIMENTO TED D REMET.A SHOES CALC CONF LT;;;;;;;;
237;10368;9999;C;COM;RECEBIMENTO TED D REMET.AGUIA SHOES CALCADOS;;;;;;;RECEBIMENTO TED D REMET.AGUIA SHOES CALCADOS;;;;;;;;
237;10369;9999;C;COM;RECEBIMENTO TED D REMET.AGUIA SHOES CALCADOS;#BCO;;;1191101;;;RECEBIMENTO TED D REMET.AGUIA SHOES CALCADOS;;;;;;;;
237;10359;9999;C;COM;RECEBIMENTO TED D REMET.AGUIA SHOES CALCADOS;;;;;;;RECEBIMENTO TED D REMET.AGUIA SHOES CALCADOS;;;;;;;;
237;4640;9999;C;COM;RECEBIMENTO TED D REMET.ANTONIO C NASCIMENTO;;;;;;;RECEBIMENTO TED D REMET.ANTONIO C NASCIMENTO;;;;;;;;
237;4679;9999;C;COM;RECEBIMENTO TED D REMET.ANTONIO C NASCIMENTO;#BCO;;;1191301;;;RECEBIMENTO TED D REMET.ANTONIO C NASCIMENTO;;;;;;;;
237;3889;9999;C;COM;RECEBIMENTO TED D REMET.BERSHA CALC CONF LTD;#BCO;;;1191301;;;RECEBIMENTO TED D REMET.BERSHA CALC CONF LTD;;;;;;;;
237;3003;1430;C;COM;RECEBIMENTO TED D REMET.BETEL EQUIPAMENTOS D;#BCO;;;1191301;;;RECEBIMENTO TED D REMET.BETEL EQUIPAMENTOS D;;;;;;;;
237;12565;9999;C;COM;RECEBIMENTO TED D REMET.COPPERAF MATERIA PRI;#BCO;;;1191301;;;RECEBIMENTO TED D REMET.COPPERAF MATERIA PRI;;;;;;;;
237;4710;9999;C;COM;RECEBIMENTO TED D REMET.DORES CALCADOS E CON;#BCO;;;1191301;;;RECEBIMENTO TED D REMET.DORES CALCADOS E CON;;;;;;;;
237;4171;9999;C;COM;RECEBIMENTO TED D REMET.DORES CALCADOS E CON;;;;;;;RECEBIMENTO TED D REMET.DORES CALCADOS E CON;;;;;;;;
237;12664;2195;C;COM;RECEBIMENTO TED D REMET.EMPOLI A C G F LTDA.;#BCO;;;1191301;;;RECEBIMENTO TED D REMET.EMPOLI A C G F LTDA.;;;;;;;;
237;12639;2195;C;COM;RECEBIMENTO TED D REMET.EMPOLI ATIV.COB. GES;#BCO;;;1191301;;;RECEBIMENTO TED D REMET.EMPOLI ATIV.COB. GES;;;;;;;;
237;4620;9999;C;COM;RECEBIMENTO TED D REMET.H P CALCADOS E CONFE;#BCO;;;1191301;;;RECEBIMENTO TED D REMET.H P CALCADOS E CONFE;;;;;;;;
237;4615;9999;C;COM;RECEBIMENTO TED D REMET.H P CALCADOS E CONFE;;;;;;;RECEBIMENTO TED D REMET.H P CALCADOS E CONFE;;;;;;;;
237;4625;9999;C;COM;RECEBIMENTO TED D REMET.H.P. CALCADOS E CONF;#BCO;;;1191301;;;RECEBIMENTO TED D REMET.H.P. CALCADOS E CONF;;;;;;;;
237;10775;9999;C;COM;RECEBIMENTO TED D REMET.MONIQUE CALC E CONF;;;;;;;RECEBIMENTO TED D REMET.MONIQUE CALC E CONF;;;;;;;;
237;3823;9999;C;COM;RECEBIMENTO TED D REMET.MONIQUE CALCADOS E C;#BCO;;;1191301;;;RECEBIMENTO TED D REMET.MONIQUE CALCADOS E C;;;;;;;;
237;10664;9999;C;COM;RECEBIMENTO TED D REMET.NIC CALC E CONFEC EI;#BCO;;;1191101;;;RECEBIMENTO TED D REMET.NIC CALC E CONFEC EI;;;;;;;;
237;1488;9999;C;COM;RECEBIMENTO TED D REMET.OLIBRAS TELECOM LTDA;#BCO;;;1191301;;;RECEBIMENTO TED D REMET.OLIBRAS TELECOM LTDA;;;;;;;;
237;2529;1152;C;COM;RECEBIMENTO TED D REMET.OLIBRAS TELECOMUNICA;#BCO;;;1191301;;;RECEBIMENTO TED D REMET.OLIBRAS TELECOMUNICA;;;;;;;;
237;2526;1152;D;COM;RECEBIMENTO TED D REMET.OLIBRAS TELECOMUNICA;#BCO;;;1191301;;;RECEBIMENTO TED D REMET.OLIBRAS TELECOMUNICA;;;;;;;;
237;4739;9999;C;COM;RECEBIMENTO TED D REMET.RAFAEL CALCADOS E CO;;;;;;;RECEBIMENTO TED D REMET.RAFAEL CALCADOS E CO;;;;;;;;
237;4740;1535;C;COM;RECEBIMENTO TED D REMET.RAFAEL CALCADOS E CO;#BCO;;;1191301;;;RECEBIMENTO TED D REMET.RAFAEL CALCADOS E CO;;;;;;;;
237;2883;1169;C;COM;RECEBIMENTO TED D REMET.RODANDO LEGAL   SERV;#BCO;;;1191101;;;RECEBIMENTO TED D REMET.RODANDO LEGAL   SERV;;;;;;;;
237;7259;9999;C;COM;RECEBIMENTO TED D REMET.SAINT CARLO COM AL L;;;;;;;RECEBIMENTO TED D REMET.SAINT CARLO COM AL L;;;;;;;;
